City,Name,Michelin_Award,Green_Star,Repsol_Award,Worlds_50_Best_Rank,Steak_101_Rank,Notable_Wine_List,Cuisine,Price,Price_Tier,Address,Phone,Latitude,Longitude,Michelin_Url,Website,Sources,Description,Avg_Price_EUR,Price_Detail,Price_Source,Maps_Url
Barcelona,Bacaro,Bib Gourmand,,,,,,Italian,A moderate spend,2,"Jerusalem 6, Barcelona, 08001, Spain",+34 931 15 66 79,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/bacaro-1206273,https://www.bacarobarcelona.com/,Michelin,"This restaurant, steeped in the essence of Italy but which the team describes as a “Venetian taberna”, is located just a few steps from the emblematic Boquería market, and is one of those places you look forward to visiting given the caring and kindness in evidence as soon as you walk through the door. Bistro in style, and split between two floors, it boasts an eclectic yet simple decor, the idea being not to interfere too much with what is really important, namely the food! The latter is clearly rooted in Italian tradition, with a continual emphasis on flavour. You’ll find pasta here, of course, but don’t miss the typical sardines “in saor”, the Venetian-style veal liver, or the marvellous tiramisù. As you would expect, the wine list includes some classic Italian labels.",35,avg €30-35; €30-40 pp dinner,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Bacaro%2C%20Jerusalem%206%2C%20Barcelona%2C%2008001%2C%20Spain
Barcelona,Bardeni-Caldeni,Bib Gourmand,,,,,,Meats and Grills,A moderate spend,2,"Valencia 454, Barcelona, 08013, Spain",932 32 58 11,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/bardeni-caldeni,https://www.bardeni.es/,Michelin,"A ‘meat bar’ where meats are the great and unmistakable stars of the show. It is especially surprising for its old butcher's shop aesthetics, with a bar where you can also eat. Chef Dani Lechuga presents a menu where the Angus steak tartare stands out, Caldeni style, and you should always ask for the ‘Suggestions of the day’, as it is not unusual to find special cuts of veal to choose from. They offer half portions!",45,avg €45; tapas €4-12/item,thefork / bardeni.es,https://www.google.com/maps/search/?api=1&query=Bardeni-Caldeni%2C%20Valencia%20454%2C%20Barcelona%2C%2008013%2C%20Spain
Barcelona,Berbena,Bib Gourmand,,,,,,Creative,A moderate spend,2,"Minerva 6, Barcelona, 08006, Spain",+34 691 95 77 97,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/berbena,https://berbenabcn.com/,Michelin,"A diminutive, unpretentious and informal restaurant with a name that pays homage to the traditional “berbena” festivals. At the centre of everything here is Carles Pérez de Rozas Canut, whose focus is on simple yet well-though-out and highly captivating dishes (all available in half- and some even in quarter-portions) based around seasonal Mediterranean ingredients, but which also feature influences from Asia and South America. Personality in spades, with an open kitchen and enticing recipes that tell us lots about the chef, his travels and his work in other countries. His magnificent desserts add a final flourish at the end of your meal – the crème fraîche ice-cream with olive oil and salt is definitely one you won’t want to pass up on.",50,avg €40; recent reviews €60-80 pp,restaurantguru / tripadvisor,https://www.google.com/maps/search/?api=1&query=Berbena%2C%20Minerva%206%2C%20Barcelona%2C%2008006%2C%20Spain
Barcelona,Cruix,Bib Gourmand,,,,,,Contemporary,A moderate spend,2,"Entença 57, Barcelona, 08015, Spain",+34 935 25 23 18,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cruix,https://www.cruixrestaurant.com/,Michelin,"Located in the Eixample district of Barcelona, near Plaça d'Espanya, this restaurant with an informal feel and exposed brick walls is the perfect setting in which to feel very much at home thanks to service that could not be any more friendly. The fun à la carte, with signature bites as well as both hot and cold dishes, is supported by two tasting menus: Petit Cruix (7 courses) and Cruix (10 courses). Here, chef Miquel Pardo’s superb sharing rice dishes are worthy of special mention (the paellas are all served with their special crispy ‘socarrat’ texture at the bottom of the pan!). One particularly interesting savoury dish is the cod churro which is fried to a crispy golden texture. For dessert, we recommend the unusually named ‘sad day on the beach’! In fine weather, try to book a table on the terrace.",58,10-course €58; 14-course €82,fodors / thefork,https://www.google.com/maps/search/?api=1&query=Cruix%2C%20Enten%C3%A7a%2057%2C%20Barcelona%2C%2008015%2C%20Spain
Barcelona,Glug,Bib Gourmand,,,,,,Creative,A moderate spend,2,"Viladomat 289, Barcelona, 08029, Spain",+34 747 74 79 29,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/glug,https://www.glugbarcelona.com/,Michelin,"If you’re on the lookout for a restaurant in the Eixample district of the city, this is a name you’ll definitely want to jot down. Located opposite the Sant Jordi swimming pool, Glug is much more than a hangout for foodies as wine also plays a prominent role here (hence its name). The couple in charge, chefs Iván Garcia and Beatrice Casella (the latter, a native of Turin, is responsible for the wonderful desserts), offer cuisine that is informal, does not follow any set rules, and is designed exclusively for enjoyment. The menu, featuring delicious dishes such as onion soup and “buttons” of Comté cheese, works with seasonal ingredients, combining aspects of Catalan and Italian cuisine in a highly interesting and creative way.",35,avg €35 (8 plates + wine); €30-50 pp,restaurantguru / foodieinbarcelona,https://www.google.com/maps/search/?api=1&query=Glug%2C%20Viladomat%20289%2C%20Barcelona%2C%2008029%2C%20Spain
Barcelona,Oníric,Bib Gourmand,,,,,,Fusion,A moderate spend,2,"Rabassa 37, Barcelona, 08024, Spain",+34 931 25 98 06,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/oniric,https://oniricrestaurant.com/,Michelin,"Under this name, which automatically takes us into the world of dreams, we have found one of those establishments that we would all like to visit; it illustrates that the most longed-for and unattainable projects can become reality. The tandem at the helm, with Jonatan Izquierdo behind the burners and Laura Humanes in charge of everything in the dining room, champions a proposal of modern cuisine built from common sense, with a small menu and three interesting menus: Herrén (executive-style, only at midday during the week), Oníric and Somni. One dish that we loved? The risky but convincing conger eel buñuelos, green curry, coconut and tamarind.",48,Herrén lunch €26; Oníric €48; Somni €80,thefork / enprimeurclub,https://www.google.com/maps/search/?api=1&query=On%C3%ADric%2C%20Rabassa%2037%2C%20Barcelona%2C%2008024%2C%20Spain
Barcelona,Saó,Bib Gourmand,,,,,,Creative,A moderate spend,2,"Cesare Cantù 2, Barcelona, 08023, Spain",+34 935 66 39 68,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/sao,https://saobcn.com/,Michelin,"It is located in uptown Barcelona and its name is anything but trivial, because when translated into English (seasoning, ripeness, moment) it highlights ‘the point or maturity of things’. Juanen Benavent, the Valencian-born chef at the helm of the restaurant, puts his stamp on seasonal local produce to offer an up-to-date, creative cuisine with notable French influences, something that is all the more understandable after learning that he spent four years working at the Goust restaurant in Paris. What will you find? Three set menus (Llavor, Germinat and Arrels) and finger-licking dishes, such as his stunning savoury Crema Catalana, with aubergine at the base and caramelised foie gras topping.",60,midday set €24.50; avg €60; menus €25-75,thefork / bcnrestaurantes,https://www.google.com/maps/search/?api=1&query=Sa%C3%B3%2C%20Cesare%20Cant%C3%B9%202%2C%20Barcelona%2C%2008023%2C%20Spain
Barcelona,Amar Barcelona,Selected,,1 Sol,,,yes,Contemporary,Spare no expense,4,"Gran Via de les Corts Catalanes 668, Barcelona, 08010, Spain",+34 931 03 99 88,41.3913747,2.1714455,https://guide.michelin.com/en/catalunya/barcelona/restaurant/amar-barcelona,https://www.hotelpalacebarcelona.com/es/amar-barcelona-rafa-zafra,Michelin; Michelin wine list; Guia Repsol,"The Palace Barcelona’s in-house restaurant, overseen by chef Rafa Zafra, has a very strong attachment to both the Mediterranean and the city. On the menu you’ll find excellent oysters and caviar, superb fish priced by weight and perfect for sharing, traditional Catalan recipes, as well as the hotel’s signature dishes that pay homage to the Ritz, and a tasting menu (Amar Lentamente) that gives centre stage to the sea and the full bounty of its ingredients.",145,"tasting ""Amar Lentamente"" €145; lunch €55/€75/€95",hotelpalacebarcelona.com,https://www.google.com/maps/search/?api=1&query=Amar%20Barcelona%2C%20Gran%20Via%20de%20les%20Corts%20Catalanes%20668%2C%20Barcelona%2C%2008010%2C%20Spain
Barcelona,AÜC,Selected,,,,,,Regional Cuisine,On a budget,1,"Plaça del Camp 7, Barcelona, 08022, Spain",+34 931 51 14 62,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/auc,https://www.aucbar.com/,Michelin,"Excellent chicken croquettes, tripe with calf’s head boasting a wonderful spicy touch, a tasty special section dedicated to macaroni (just like mama used to make)... This cosy restaurant in the heart of the Sant Gervasi neighbourhood is run by experienced catering professionals and champions traditional Catalan cuisine that takes diners back to the flavours of home, reflecting a mother or grandmother’s cuisine, while not shying away from some modern touches in some dishes. Here, above all, humble and local cuisine can be rediscovered.",35,€30-40 pp,restaurantguru,https://www.google.com/maps/search/?api=1&query=A%C3%9CC%2C%20Pla%C3%A7a%20del%20Camp%207%2C%20Barcelona%2C%2008022%2C%20Spain
Barcelona,Batea,Selected,,,,,,Seafood,A moderate spend,2,"Gran Via de Les Corts Catalanes 605, Barcelona, 08007, Spain",+34 934 06 87 92,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/batea,https://www.bateabarcelona.com/,Michelin,This cosmopolitan bistro located on one side of the emblematic Avenida Palace hotel has a contemporary interior that provides the backdrop for fusion cooking that combines traditional Catalan and Galician cuisine. The market-inspired small plates on offer here have a constant focus on the Atlantic and the Mediterranean.,55,avg €50-55 excl. drinks; some report €60-70,thefork / bateabarcelona.com,https://www.google.com/maps/search/?api=1&query=Batea%2C%20Gran%20Via%20de%20Les%20Corts%20Catalanes%20605%2C%20Barcelona%2C%2008007%2C%20Spain
Barcelona,Besta,Selected,,1 Sol,,,,Farm to table,Special occasion,3,"Aribau 106, Barcelona, 08036, Spain",+34 930 19 82 94,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/besta,https://www.bestabarcelona.com/,Michelin; Guia Repsol,"A casual “neo-bistro” run by chef Manu Núñez, well known after his time on the programme Top Chef. A native of A Coruña, he manages to fuse his Galician origins with Catalan flavours, goes through a constant renewal process, also bringing to his offer some Nordic touches learned during his time working in award-winning restaurants in Sweden. The proposal, typical of a market cuisine that makes constant nods to both the Atlantic and the Mediterranean, takes the form of a small à la carte and two set menus: Degustación and Festival (9 and 12 courses). The Mariscada course, made up of several appetisers that pay tribute to Galician seafood from a modern perspective, really caught our attention. They also have what they call the Chef’s Table, a bar where you can eat while you watch some dishes being finished.",78,tasting 9-course €78; Festival 12-course €95,bestabarcelona.com / thefork,https://www.google.com/maps/search/?api=1&query=Besta%2C%20Aribau%20106%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Can Bo,Selected,,,,,,Modern Cuisine,A moderate spend,2,"Via Laietana 30, Barcelona, 08003, Spain",+34 932 95 79 05,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/can-bo,https://www.grandhotelcentral.com/en/restaurant-can-bo/,Michelin,"The name of this tapas and wine bar is a subtle phonetic tribute to Francesc Cambó, founder of the historic building in which it is located. The menu here features tapas and dishes to share, all of which showcase the quality of ingredients and local cuisine, all accompanied by pairings from the extensive and carefully curated wine cellar of over 150 labels. The overall look here is one characterised by elegant Mediterranean-style decor, with decorative detail inspired by Catalan Modernism, large windows that flood the space with natural light, and a cosy atmosphere that provides an enjoyable backdrop.",50,chef's tasting menu ~€50; wine pairing min €25,grandhotelcentral.com,https://www.google.com/maps/search/?api=1&query=Can%20Bo%2C%20Via%20Laietana%2030%2C%20Barcelona%2C%2008003%2C%20Spain
Barcelona,Capet,Selected,,,,,,Seasonal Cuisine,A moderate spend,2,"Cometa 5, Barcelona, 08002, Spain",+34 937 20 44 21,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/capet,https://capetrestaurant.com/,Michelin,"Located in one of the charming narrow streets that endow the city’s Gothic Quarter with its characteristic personality, Capet features a rustic-contemporary look and an original layout with an open-view kitchen on the ground floor (around which guests can sit and eat) and a pleasant dining room upstairs, which overlooks what is happening below. Chef Armando Álvarez champions an updated and sincere take on traditional cooking, showcased via à la carte options and two tasting menus (5 and 8 courses). Want some advice? Always check out the daily specials, which are displayed on a large chalkboard for all customers to see.",75,tasting €75 (5c) / €90 (8c); avg €70,thefork / capetrestaurant.com,https://www.google.com/maps/search/?api=1&query=Capet%2C%20Cometa%205%2C%20Barcelona%2C%2008002%2C%20Spain
Barcelona,Compartir Barcelona,Selected,,,,,,Mediterranean Cuisine,Special occasion,3,"Valencia 225, Barcelona, 08007, Spain",+34 936 24 78 86,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/compartir-barcelona,https://www.compartirbarcelona.com/,Michelin,"A place with a Mediterranean atmosphere located in the heart of Eixample, not far from Disfrutar (its big brother), which brings to Barcelona the same culinary concept that has triumphed in its namesake in Cadaqués. They surprise diners with a good variety of oysters and fairly modern dishes, with a certain international fusion and very much designed for sharing (the brown crab with avocado and trout roe stands out, as well as the original Disfrutar ‘Panchino’, with caviar and sour cream).",100,avg €100; tasting from €115,thefork / michelin,https://www.google.com/maps/search/?api=1&query=Compartir%20Barcelona%2C%20Valencia%20225%2C%20Barcelona%2C%2008007%2C%20Spain
Barcelona,Deliri,Selected,,,,,,Contemporary,A moderate spend,2,"Còrsega 242, Barcelona, 08036, Spain",+34 936 11 39 27,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/deliri,https://www.deliribcn.com/,Michelin,"In this urban-industrial-style restaurant, chef David Morera’s contemporary Catalan cuisine is fun and full of personality, including an impressive choice of suggestions as well as game dishes in season (wild boar wrapped in cabbage leaves, hare royale, etc.). Everything is supported by a 10-course tasting menu, called Deliri. Be sure to try the delicious stuffed paccheri pasta (macarras de l’àvia)!",60,avg €45; dinner reports €70-80 pp,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Deliri%2C%20C%C3%B2rsega%20242%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,DIREKTE,Selected,,1 Sol,,,,Fusion,Special occasion,3,"París 200, Barcelona, 08008, Spain",+34 934 50 87 89,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/direkte-boqueria,,Michelin; Guia Repsol,"Just a few steps from the always busy Diagonal, this establishment has turned the bar into the main protagonist.Chef Arnau Muñío, a native of Cerdanyola del Vallès, always takes risks in his combinations and shows a special interest in both seafood and vegetables, successfully fusing Catalan roots and Mediterranean market products with flavours from Asian cuisine. The proposal only comes to life through three surprise tasting menus: Direkte, Boqueria and Eixample (the latter, the most complete with 12 savoury courses and 3 desserts, requires prior reservation). What did we like the most? The tuna spine esqueixada, served in two courses alongside tuna spine consommé with fermented pine blossom, and their wonderful roast chicken stock with prawns. A comprehensive wine list, featuring international options as well as local and low-intervention wines!",82,7-course €45 / 10-course €56; long menu €82; dinner €90-100 pp,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=DIREKTE%2C%20Par%C3%ADs%20200%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Dos Pebrots,Selected,,1 Sol,,,,Mediterranean Cuisine,Special occasion,3,"Doctor Dou 19, Barcelona, 08001, Spain",+34 938 53 95 98,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/dos-pebrots,https://www.dospebrots.com/,Michelin; Guia Repsol,"If you’re looking for somewhere that reflects the essence of Mediterranean cooking, this restaurant in the El Raval district, close to MACBA (Museu d'Art Contemporani de Barcelona), is a superb option. In the open-view kitchen, with its signature Josper grill, the focus is on the evolution of gourmet cuisine and the variety of Mediterranean flavours which are showcased on an interesting à la carte (each dish is accompanied by information to explain its history) and three meticulously presented menus (Dos Pebrots, Tasting menu and Festival). Take a seat at the bar to enjoy the experience to the full.",70,set menus €50 / €70 / €90; Festival €120; avg €80,thefork / mesprestiges,https://www.google.com/maps/search/?api=1&query=Dos%20Pebrots%2C%20Doctor%20Dou%2019%2C%20Barcelona%2C%2008001%2C%20Spain
